retailer_id,business_name,owner_name,owner_gender,owner_age,phone_number,email,shop_type,state,urbanization_level,latitude,longitude,years_in_business,months_in_business,num_employees,has_business_registration,mobile_money_pattern,monthly_mobile_money_txns,credit_segment,credit_limit,is_defaulter,onboarding_date,account_status
RTL_003603,Stephen's Ventures,Stephen Akinwale,Female,29,08032384699,stephen.akinwale@gmail.com,Kiosk,Edo,Peri-Urban,6.209294,5.421635,9,108,1,True,Regular User,17,Excellent,568150,False,2025-03-09,Active
RTL_003604,Elizabeth's Ventures,Elizabeth Uche,Female,36,09056723310,elizabeth.uche@yahoo.com,Kiosk,Lagos,Urban,6.222929,2.949528,8,100,1,True,Regular User,15,Excellent,562341,False,2025-02-12,Active
RTL_003605,Agnes's Mart,Agnes Abiola,Female,45,08031773655,agnes.abiola@outlook.com,Market Stall,Lagos,Rural,6.456372,3.134435,22,265,2,False,Heavy User,36,Fair,280881,False,2025-04-16,Active
RTL_003606,Comfort's Provisions,Comfort Balogun,Female,60,08069221882,comfort.balogun@gmail.com,Provision Store,Kaduna,Urban,10.479963,7.050793,12,154,2,True,Non-User,0,Good,254736,False,2025-04-29,Active
RTL_003607,Juliet's Store,Juliet Ojo,Male,36,07033186417,juliet.ojo@yahoo.com,Provision Store,FCT,Urban,8.813823,6.927781,16,198,3,True,Non-User,0,Good,286237,False,2025-01-13,Active
RTL_003608,Mary's Store,Mary Ogunleye,Male,57,08073023641,mary.ogunleye@outlook.com,Superette,Kano,Rural,11.74183,8.70845,19,236,2,False,Regular User,14,Fair,289870,False,2025-03-03,Active
RTL_003609,Philip's Provisions,Philip Adeyemi,Female,55,08053683599,philip.adeyemi@gmail.com,Kiosk,Edo,Peri-Urban,6.054918,5.270701,17,211,1,True,Regular User,12,Good,327153,False,2025-03-03,Active
RTL_003610,Hope's Provisions,Hope Adeyemi,Female,34,09057640323,hope.adeyemi@outlook.com,Kiosk,Kano,Urban,11.506619,8.131784,14,176,1,True,Regular User,15,Good,366307,False,2024-08-06,Active
RTL_003611,Sarah's Store,Sarah Chukwu,Male,30,08119325282,sarah.chukwu@outlook.com,Provision Store,Rivers,Peri-Urban,4.925703,6.581138,10,120,1,True,Regular User,19,Moderate Risk,190947,False,2024-09-10,Active
RTL_003612,Esther's Provisions,Esther Obi,Female,50,08157126937,esther.obi@outlook.com,Kiosk,Rivers,Peri-Urban,5.003255,6.781113,2,35,1,False,Heavy User,21,Fair,191382,False,2024-10-06,Active
RTL_003613,Ruth's Mart,Ruth Adetokunbo,Male,30,08059952252,ruth.adetokunbo@outlook.com,Market Stall,Lagos,Urban,6.766097,3.418853,9,117,1,False,Light User,7,Excellent,520440,False,2025-04-27,Active
RTL_003614,Juliet's Provisions,Juliet Okonkwo,Male,25,08154448436,juliet.okonkwo@outlook.com,Market Stall,Lagos,Peri-Urban,6.814593,3.812805,5,68,1,True,Non-User,1,Excellent,580919,False,2024-12-09,Active
RTL_003615,Emmanuel's Ventures,Emmanuel Obasanjo,Female,54,07038111433,emmanuel.obasanjo@gmail.com,Superette,Anambra,Urban,6.603251,7.254785,16,202,3,False,Regular User,12,Good,352293,False,2024-11-23,Active
RTL_003616,Blessing's Provisions,Blessing Uche,Female,46,08140980587,blessing.uche@yahoo.com,Kiosk,Lagos,Rural,6.181633,3.714644,7,88,1,True,Regular User,19,Fair,182959,False,2024-11-01,Active
RTL_003617,Victoria's Store,Victoria Adeyemi,Female,25,09055559062,victoria.adeyemi@yahoo.com,Kiosk,Anambra,Peri-Urban,6.097438,7.505041,5,60,1,False,Heavy User,34,Excellent,555638,False,2024-08-30,Active
RTL_003618,Grace's Ventures,Grace Okonkwo,Male,29,07069025912,grace.okonkwo@gmail.com,Provision Store,Ogun,Peri-Urban,7.323812,3.696443,6,75,1,False,Light User,9,Excellent,507239,False,2025-03-07,Active
RTL_003619,Charity's Mart,Charity Chukwu,Male,33,07033721626,charity.chukwu@yahoo.com,Provision Store,Others,Urban,8.648667,8.50645,13,163,3,False,Light User,9,Moderate Risk,139441,False,2025-01-13,Active
RTL_003620,Cornelius's Store,Cornelius Balogun,Female,41,08132358418,cornelius.balogun@gmail.com,Market Stall,Lagos,Urban,6.122844,3.458937,21,253,1,True,Heavy User,26,Fair,327222,False,2024-09-16,Active
RTL_003621,Joy's Shop,Joy Adetokunbo,Female,45,08055599977,joy.adetokunbo@gmail.com,Provision Store,Ogun,Urban,6.850882,3.801481,3,44,2,False,Regular User,15,Good,385286,False,2025-04-17,Active
RTL_003622,Comfort's Provisions,Comfort Ogunleye,Male,59,09079395795,comfort.ogunleye@yahoo.com,Mini Mart,Kaduna,Peri-Urban,10.513309,7.351486,7,92,4,False,Regular User,11,Excellent,654419,False,2024-09-10,Active
RTL_003623,Faith's Store,Faith Adeyemi,Female,58,08052474111,faith.adeyemi@yahoo.com,Mini Mart,Rivers,Peri-Urban,4.478661,6.637144,7,95,3,True,Light User,3,Fair,243885,False,2025-01-19,Active
RTL_003624,Cornelius's Shop,Cornelius Ekwueme,Male,52,07037038625,cornelius.ekwueme@yahoo.com,Provision Store,Oyo,Rural,7.774034,3.529293,10,130,2,True,Non-User,1,Fair,294116,False,2024-10-04,Active
RTL_003625,Daniel's Provisions,Daniel Nnamani,Male,41,09056112584,daniel.nnamani@outlook.com,Kiosk,Oyo,Urban,7.67343,3.921772,12,152,2,False,Regular User,10,Good,498904,False,2024-12-20,Active
RTL_003626,Emmanuel's Shop,Emmanuel Okafor,Male,64,08133008056,emmanuel.okafor@gmail.com,Kiosk,Rivers,Urban,4.380414,6.60553,3,44,2,True,Regular User,12,Good,316907,False,2025-06-22,Active
RTL_003627,John's Store,John Eze,Male,54,08118292482,john.eze@outlook.com,Kiosk,Lagos,Peri-Urban,6.799477,3.615369,24,299,2,False,Heavy User,35,Good,498936,False,2024-10-31,Active
RTL_003628,Mary's Provisions,Mary Ojo,Female,41,08132107883,mary.ojo@gmail.com,Market Stall,Kano,Peri-Urban,12.492423,8.497354,4,56,1,False,Light User,4,Fair,339346,False,2025-04-15,Active
RTL_003629,Gabriel's Shop,Gabriel Olawale,Male,47,08077365485,gabriel.olawale@gmail.com,Provision Store,Kaduna,Peri-Urban,10.196405,7.535427,24,288,2,True,Heavy User,22,Good,459799,False,2025-04-23,Active
RTL_003630,Patience's Shop,Patience Akinwale,Female,42,08037201970,patience.akinwale@outlook.com,Kiosk,Rivers,Urban,4.834488,7.261882,5,65,1,True,Regular User,16,High Risk,55864,False,2025-04-29,Active
RTL_003631,Samuel's Mart,Samuel Balogun,Male,34,08108741627,samuel.balogun@outlook.com,Mini Mart,Kano,Urban,12.253186,8.137193,13,157,2,True,Heavy User,36,Excellent,631240,False,2025-06-17,Active
RTL_003632,Daniel's Provisions,Daniel Adeyemi,Female,51,08153651295,daniel.adeyemi@yahoo.com,Provision Store,Kaduna,Rural,10.521054,7.029724,6,81,1,True,Heavy User,24,Excellent,560935,False,2024-08-20,Active
RTL_003633,David's Mart,David Balogun,Male,40,08060051081,david.balogun@outlook.com,Provision Store,Lagos,Urban,6.147843,3.302436,9,108,1,True,Regular User,10,Fair,292342,False,2025-06-09,Active
RTL_003634,Faith's Mart,Faith Adetokunbo,Male,61,08118422623,faith.adetokunbo@outlook.com,Superette,Lagos,Urban,6.629191,3.396445,10,121,2,True,Regular User,18,Good,388901,False,2024-12-11,Active
RTL_003635,Gabriel's Store,Gabriel Eze,Female,62,08033607223,gabriel.eze@yahoo.com,Market Stall,FCT,Urban,9.180415,7.329537,19,231,1,True,Light User,3,Good,380076,False,2024-12-12,Active
RTL_003636,Daniel's Store,Daniel Eze,Female,39,08108303424,daniel.eze@gmail.com,Provision Store,Others,Peri-Urban,8.652683,8.820507,2,35,1,False,Regular User,13,Excellent,450428,False,2025-06-13,Active
RTL_003637,Paul's Provisions,Paul Obasanjo,Female,23,08163916928,paul.obasanjo@gmail.com,Mini Mart,Oyo,Urban,7.749038,4.343505,3,46,3,True,Heavy User,23,Moderate Risk,59834,False,2025-05-24,Active
RTL_003638,Esther's Ventures,Esther Chukwu,Female,38,08066631669,esther.chukwu@yahoo.com,Provision Store,FCT,Urban,8.871304,7.159557,10,124,2,True,Light User,6,Good,300700,False,2025-03-23,Active
RTL_003639,Juliet's Ventures,Juliet Oshodi,Male,44,07064033045,juliet.oshodi@yahoo.com,Kiosk,Lagos,Peri-Urban,6.167777,3.75241,18,223,1,False,Heavy User,29,Excellent,560938,False,2025-02-15,Active
RTL_003640,Nathaniel's Mart,Nathaniel Ogunleye,Female,44,08060616649,nathaniel.ogunleye@yahoo.com,Mini Mart,Kano,Rural,12.050819,8.898596,7,85,3,False,Heavy User,31,Good,388158,False,2025-05-08,Active
RTL_003641,Stephen's Store,Stephen Olawale,Female,24,08038445801,stephen.olawale@yahoo.com,Kiosk,Rivers,Urban,4.552582,7.490411,1,13,2,True,Light User,5,Moderate Risk,153637,False,2024-07-09,Active
RTL_003642,Simon's Store,Simon Olawale,Female,60,07066429628,simon.olawale@gmail.com,Provision Store,Others,Urban,9.123192,8.702279,6,83,3,True,Regular User,18,Good,418243,False,2024-07-09,Active
RTL_003643,Comfort's Ventures,Comfort Okafor,Male,58,08104115050,comfort.okafor@outlook.com,Mini Mart,Lagos,Peri-Urban,6.820156,3.728275,7,91,4,False,Heavy User,32,Good,483505,False,2024-07-12,Active
RTL_003644,David's Ventures,David Olawale,Female,51,08156996131,david.olawale@yahoo.com,Provision Store,Lagos,Urban,6.638332,2.926284,12,146,3,True,Heavy User,25,Moderate Risk,73150,False,2025-04-04,Active
RTL_003645,Samuel's Shop,Samuel Abiola,Female,38,08115523228,samuel.abiola@gmail.com,Kiosk,Lagos,Peri-Urban,6.240351,3.351232,10,126,1,True,Non-User,0,Good,300800,False,2024-10-26,Active
RTL_003646,Andrew's Mart,Andrew Ekwueme,Female,25,08038377435,andrew.ekwueme@yahoo.com,Kiosk,Kano,Peri-Urban,12.374648,8.365204,5,62,2,False,Non-User,1,Fair,263453,False,2024-09-19,Active
RTL_003647,Philip's Store,Philip Oshodi,Female,54,08114762539,philip.oshodi@yahoo.com,Market Stall,FCT,Rural,8.592502,7.182339,5,66,1,True,Non-User,0,Fair,303841,False,2024-11-15,Active
RTL_003648,Grace's Store,Grace Abiola,Female,45,08151115255,grace.abiola@outlook.com,Superette,Lagos,Urban,6.248709,3.391423,16,196,4,False,Light User,9,Excellent,539525,False,2025-03-15,Active
RTL_003649,Cornelius's Provisions,Cornelius Ekwueme,Female,43,09052778882,cornelius.ekwueme@yahoo.com,Kiosk,Lagos,Peri-Urban,6.268753,3.271486,22,275,2,False,Regular User,16,Excellent,515228,False,2024-11-08,Active
RTL_003650,Gloria's Store,Gloria Chukwu,Female,59,08131748903,gloria.chukwu@gmail.com,Superette,Lagos,Peri-Urban,6.79213,3.278898,16,203,3,False,Regular User,19,Excellent,639114,False,2025-05-08,Active
RTL_003651,Stephen's Mart,Stephen Nnamani,Male,29,09075880971,stephen.nnamani@outlook.com,Provision Store,Lagos,Peri-Urban,6.068938,3.266571,9,109,2,True,Non-User,0,Good,478703,False,2024-08-07,Active
RTL_003652,Esther's Provisions,Esther Oyekan,Male,33,08064229355,esther.oyekan@outlook.com,Provision Store,Delta,Urban,5.301298,6.247306,13,157,1,True,Regular User,10,Good,277132,False,2025-03-22,Active
RTL_003653,Victoria's Mart,Victoria Abiola,Female,59,08075920559,victoria.abiola@yahoo.com,Market Stall,Others,Urban,8.742715,9.165478,4,52,1,True,Regular User,16,Good,389749,False,2024-12-18,Active
RTL_003654,Nathaniel's Provisions,Nathaniel Ojo,Male,58,08167799113,nathaniel.ojo@yahoo.com,Market Stall,Lagos,Rural,6.558918,3.373776,17,212,1,False,Light User,8,Moderate Risk,80751,False,2025-02-27,Active
RTL_003655,Cornelius's Ventures,Cornelius Obasanjo,Male,51,08158304576,cornelius.obasanjo@gmail.com,Market Stall,Kano,Urban,11.565468,8.282093,21,259,1,True,Regular User,18,Excellent,503985,False,2024-08-06,Active
RTL_003656,Paul's Provisions,Paul Ekwueme,Female,32,09054511608,paul.ekwueme@outlook.com,Kiosk,Lagos,Urban,6.907271,3.686127,12,154,1,True,Regular User,12,Fair,264015,False,2024-09-10,Active
RTL_003657,Daniel's Mart,Daniel Okafor,Male,64,08039701522,daniel.okafor@gmail.com,Kiosk,Kano,Urban,12.222495,8.974192,24,296,1,True,Heavy User,26,Excellent,452803,False,2025-04-07,Active
RTL_003658,Blessing's Shop,Blessing Obi,Female,50,08136896008,blessing.obi@gmail.com,Kiosk,Kaduna,Peri-Urban,10.973825,7.352422,23,277,1,True,Light User,7,Excellent,426042,False,2024-10-19,Active
RTL_003659,Emmanuel's Mart,Emmanuel Oshodi,Female,23,07066128989,emmanuel.oshodi@outlook.com,Superette,Lagos,Rural,6.40172,3.195906,3,38,3,False,Regular User,12,Fair,312672,False,2025-02-08,Active
RTL_003660,Joy's Shop,Joy Balogun,Male,48,08037461139,joy.balogun@outlook.com,Mini Mart,FCT,Rural,9.077268,7.651978,10,121,3,False,Light User,4,Good,340155,False,2025-04-25,Active
RTL_003661,Comfort's Provisions,Comfort Olawale,Female,27,08059271560,comfort.olawale@gmail.com,Kiosk,Others,Urban,9.060048,8.996915,7,91,1,False,Non-User,1,Excellent,509689,False,2024-11-01,Active
RTL_003662,Deborah's Shop,Deborah Abiola,Male,32,08037885285,deborah.abiola@outlook.com,Kiosk,FCT,Rural,8.795822,7.312644,9,116,1,False,Regular User,13,Moderate Risk,135343,False,2025-03-24,Active
RTL_003663,Victoria's Ventures,Victoria Ibrahim,Male,32,09059868184,victoria.ibrahim@gmail.com,Provision Store,Lagos,Urban,6.178367,3.374457,6,74,3,True,Non-User,1,Fair,327872,False,2024-12-13,Active
RTL_003664,Gloria's Ventures,Gloria Ogunleye,Male,25,07066309007,gloria.ogunleye@gmail.com,Kiosk,Lagos,Rural,6.968447,3.566819,5,69,1,False,Light User,9,Fair,306411,True,2024-08-30,Active
RTL_003665,Esther's Provisions,Esther Balogun,Female,33,08054999445,esther.balogun@yahoo.com,Kiosk,Ogun,Urban,7.166131,3.353103,5,65,1,True,Regular User,12,Moderate Risk,141628,False,2024-11-17,Active
RTL_003666,Joseph's Mart,Joseph Adeyemi,Male,26,09054410769,joseph.adeyemi@gmail.com,Market Stall,Others,Rural,9.0828,8.704233,6,76,1,True,Regular User,17,Excellent,554339,False,2025-01-13,Active
RTL_003667,Deborah's Provisions,Deborah Abiola,Male,28,08106543475,deborah.abiola@outlook.com,Provision Store,Kano,Peri-Urban,12.319232,8.565367,4,51,2,False,Regular User,15,Excellent,740521,False,2025-02-08,Active
RTL_003668,Philip's Store,Philip Adetokunbo,Female,64,08116043598,philip.adetokunbo@gmail.com,Provision Store,Lagos,Urban,6.134715,3.149453,5,62,2,True,Heavy User,22,Excellent,613080,False,2025-01-02,Active
RTL_003669,Angela's Ventures,Angela Balogun,Male,64,08035907996,angela.balogun@yahoo.com,Market Stall,Rivers,Urban,4.987146,6.835533,18,226,1,True,Light User,5,Excellent,455472,False,2024-09-24,Active
RTL_003670,Agnes's Ventures,Agnes Ojo,Female,42,09055783756,agnes.ojo@outlook.com,Kiosk,Lagos,Peri-Urban,6.660231,3.081264,9,113,1,True,Regular User,10,Good,435586,False,2024-08-31,Active
RTL_003671,Samuel's Ventures,Samuel Okafor,Female,40,08066784340,samuel.okafor@yahoo.com,Kiosk,Rivers,Urban,4.42893,7.424565,8,105,1,True,Regular User,11,Good,476020,False,2024-07-20,Active
RTL_003672,Stephen's Shop,Stephen Chukwu,Female,58,08037177613,stephen.chukwu@yahoo.com,Kiosk,Lagos,Peri-Urban,6.816614,3.433578,15,180,1,True,Light User,4,Good,349943,False,2025-03-04,Active
RTL_003673,Peter's Store,Peter Obasanjo,Female,53,08070788369,peter.obasanjo@gmail.com,Kiosk,Oyo,Rural,8.290775,3.657365,21,260,1,False,Light User,9,Excellent,404995,False,2024-11-30,Active
RTL_003674,Benjamin's Shop,Benjamin Olawale,Female,44,08133854033,benjamin.olawale@yahoo.com,Kiosk,Lagos,Peri-Urban,6.730672,2.980747,11,143,2,True,Regular User,19,Excellent,527649,False,2025-05-07,Active
RTL_003675,Nathaniel's Ventures,Nathaniel Okafor,Female,50,08059528502,nathaniel.okafor@gmail.com,Mini Mart,Lagos,Peri-Urban,6.868302,3.01201,20,240,3,False,Heavy User,33,Good,425902,False,2024-12-07,Active
RTL_003676,Victoria's Store,Victoria Adetokunbo,Female,60,08152653273,victoria.adetokunbo@yahoo.com,Kiosk,Kano,Urban,12.127134,8.959518,12,144,2,True,Light User,4,Excellent,555760,False,2025-04-05,Active
RTL_003677,Stephen's Mart,Stephen Balogun,Female,50,08151497249,stephen.balogun@outlook.com,Mini Mart,FCT,Peri-Urban,9.363904,7.353021,8,96,2,False,Regular User,11,Fair,248048,False,2025-03-07,Active
RTL_003678,Andrew's Store,Andrew Obi,Male,57,08132234771,andrew.obi@yahoo.com,Mini Mart,Lagos,Rural,6.203523,3.598074,8,102,2,False,Light User,4,Excellent,662787,False,2024-12-31,Active
RTL_003679,Joy's Provisions,Joy Uche,Female,60,08159509355,joy.uche@yahoo.com,Kiosk,Kano,Urban,12.263087,9.011584,12,153,1,True,Heavy User,38,Fair,232611,False,2025-06-28,Active
RTL_003680,John's Mart,John Chukwu,Male,48,08117020061,john.chukwu@yahoo.com,Provision Store,Lagos,Peri-Urban,6.382169,3.130676,2,35,2,True,Heavy User,27,Good,485387,False,2024-08-17,Active
RTL_003681,Gloria's Mart,Gloria Oyekan,Female,53,08063644594,gloria.oyekan@yahoo.com,Provision Store,FCT,Urban,9.446248,7.677032,24,299,1,True,Regular User,10,Fair,209835,False,2025-05-06,Active
RTL_003682,Cornelius's Provisions,Cornelius Okafor,Female,37,08062189391,cornelius.okafor@outlook.com,Kiosk,Oyo,Urban,8.290747,3.709622,17,215,1,False,Heavy User,21,Good,321356,False,2025-04-08,Active
RTL_003683,Mary's Shop,Mary Olawale,Male,64,07060650761,mary.olawale@gmail.com,Mini Mart,Lagos,Peri-Urban,6.934913,3.34904,11,142,3,True,Heavy User,35,Fair,204174,False,2025-06-23,Active
RTL_003684,Joshua's Shop,Joshua Ogunleye,Female,57,09052830564,joshua.ogunleye@yahoo.com,Provision Store,Lagos,Peri-Urban,6.866408,3.222536,3,45,2,True,Regular User,18,Excellent,614935,False,2025-06-20,Active
RTL_003685,Paul's Provisions,Paul Okonkwo,Female,62,08035304555,paul.okonkwo@yahoo.com,Kiosk,Kano,Rural,11.856834,8.13998,16,200,1,False,Heavy User,36,Fair,278227,False,2024-09-29,Active
RTL_003686,Deborah's Ventures,Deborah Ogunleye,Female,44,08160263560,deborah.ogunleye@yahoo.com,Provision Store,Lagos,Urban,6.783253,3.307481,16,200,3,False,Regular User,11,Fair,237290,False,2024-08-11,Active
RTL_003687,Joshua's Provisions,Joshua Balogun,Female,46,07068943327,joshua.balogun@yahoo.com,Provision Store,Kano,Urban,12.397841,8.637623,4,49,2,False,Regular User,14,Excellent,654400,False,2024-08-08,Active
RTL_003688,Gabriel's Shop,Gabriel Okonkwo,Male,46,08059046008,gabriel.okonkwo@gmail.com,Mini Mart,Oyo,Peri-Urban,8.33467,4.157657,3,42,4,False,Heavy User,35,Good,318901,False,2024-12-19,Active
RTL_003689,Charity's Shop,Charity Obasanjo,Male,42,07039626902,charity.obasanjo@outlook.com,Provision Store,Rivers,Urban,5.053793,7.484551,22,267,1,True,Heavy User,37,Fair,254146,False,2025-02-08,Active
RTL_003690,Hope's Shop,Hope Okafor,Female,27,08100975506,hope.okafor@gmail.com,Provision Store,Anambra,Peri-Urban,6.605268,6.907118,7,88,3,False,Regular User,14,High Risk,76845,False,2024-08-28,Active
RTL_003691,Daniel's Provisions,Daniel Adeyemi,Female,62,08159067015,daniel.adeyemi@outlook.com,Kiosk,Ogun,Urban,7.072269,3.414428,16,203,1,True,Heavy User,35,Moderate Risk,59153,False,2024-07-31,Active
RTL_003692,Juliet's Store,Juliet Uche,Male,32,08100039344,juliet.uche@outlook.com,Kiosk,Lagos,Peri-Urban,6.671459,3.637669,8,103,1,False,Heavy User,37,Good,467208,False,2024-12-01,Active
RTL_003693,Agnes's Store,Agnes Ibrahim,Female,22,07066972162,agnes.ibrahim@outlook.com,Mini Mart,Lagos,Urban,6.185994,3.462054,2,28,4,True,Regular User,16,Fair,250283,False,2025-04-04,Active
RTL_003694,Paul's Store,Paul Chukwu,Male,26,08033339192,paul.chukwu@outlook.com,Kiosk,Edo,Peri-Urban,6.246284,5.900831,6,76,1,True,Non-User,0,Good,292959,False,2025-01-11,Active
RTL_003695,Cornelius's Provisions,Cornelius Ogunleye,Female,23,08159210530,cornelius.ogunleye@yahoo.com,Kiosk,Delta,Urban,5.868742,5.832845,3,40,1,False,Non-User,1,Moderate Risk,139346,False,2025-03-14,Active
RTL_003696,Hope's Store,Hope Nnamani,Female,26,08102600822,hope.nnamani@outlook.com,Provision Store,Lagos,Peri-Urban,6.827841,3.727287,6,81,2,True,Light User,4,Fair,215317,False,2024-10-03,Active
RTL_003697,Hope's Shop,Hope Balogun,Male,51,08077742705,hope.balogun@yahoo.com,Superette,Oyo,Rural,7.595652,4.109601,13,157,2,False,Regular User,19,Good,496453,False,2024-09-16,Active
RTL_003698,Blessing's Ventures,Blessing Okonkwo,Female,42,08035788728,blessing.okonkwo@gmail.com,Mini Mart,Delta,Urban,6.131848,6.391209,2,25,4,True,Light User,9,Fair,188236,False,2025-01-18,Active
RTL_003699,Cornelius's Store,Cornelius Ogunleye,Female,47,07033228012,cornelius.ogunleye@yahoo.com,Kiosk,Lagos,Urban,6.308908,3.270262,13,160,1,False,Heavy User,36,Excellent,592564,False,2025-05-07,Active
RTL_003700,Daniel's Ventures,Daniel Balogun,Male,30,08030446658,daniel.balogun@outlook.com,Mini Mart,Delta,Urban,6.16777,6.033959,10,131,3,True,Light User,5,Fair,181855,False,2025-01-13,Active
RTL_003701,Paul's Mart,Paul Ojo,Male,44,08104760960,paul.ojo@outlook.com,Superette,Kano,Urban,12.068595,8.821888,5,69,3,True,Regular User,17,Good,470308,False,2025-02-10,Active
RTL_003702,Paul's Provisions,Paul Nnamani,Male,45,09074724525,paul.nnamani@yahoo.com,Kiosk,Lagos,Peri-Urban,6.64796,3.670292,2,25,1,False,Heavy User,26,Good,456536,False,2025-05-18,Active
RTL_003703,Emmanuel's Shop,Emmanuel Okafor,Female,32,07068747788,emmanuel.okafor@yahoo.com,Kiosk,Kano,Urban,12.01372,8.378624,12,147,1,True,Regular User,10,Excellent,597663,False,2024-08-19,Active
RTL_003704,Patience's Store,Patience Abiola,Male,51,07060946577,patience.abiola@yahoo.com,Provision Store,FCT,Urban,9.289302,7.187955,6,72,2,False,Heavy User,32,Fair,348208,False,2025-04-30,Active
RTL_003705,Philip's Store,Philip Adetokunbo,Male,60,07031298897,philip.adetokunbo@gmail.com,Kiosk,Edo,Peri-Urban,5.895391,5.373253,13,164,1,False,Light User,7,Fair,335567,False,2024-11-29,Active
RTL_003706,Nathaniel's Ventures,Nathaniel Akinwale,Female,59,08142680928,nathaniel.akinwale@gmail.com,Kiosk,Edo,Urban,5.912915,5.300663,22,268,1,True,Regular User,18,Good,358646,False,2024-11-21,Active
RTL_003707,Agnes's Provisions,Agnes Obi,Male,62,08071641700,agnes.obi@yahoo.com,Kiosk,Ogun,Urban,7.393412,3.671973,23,283,1,True,Regular User,17,Good,431646,False,2025-06-18,Active
RTL_003708,Joy's Shop,Joy Ogunleye,Male,37,09057186056,joy.ogunleye@outlook.com,Superette,Lagos,Urban,6.345255,3.311456,12,155,2,True,Heavy User,34,Moderate Risk,69144,False,2024-12-10,Active
RTL_003709,Ruth's Provisions,Ruth Ojo,Female,64,08038031664,ruth.ojo@yahoo.com,Kiosk,Kano,Urban,12.132213,8.772015,16,202,1,True,Light User,4,Excellent,686316,False,2025-05-20,Active
RTL_003710,Cornelius's Ventures,Cornelius Abiola,Male,40,09055127983,cornelius.abiola@gmail.com,Market Stall,Lagos,Rural,6.097207,3.691145,19,235,1,False,Heavy User,31,Excellent,697096,False,2024-07-11,Active
RTL_003711,Ruth's Shop,Ruth Ibrahim,Female,61,08154285354,ruth.ibrahim@gmail.com,Mini Mart,Kano,Urban,11.785727,8.389523,4,49,2,False,Light User,3,Fair,184262,False,2025-02-03,Active
RTL_003712,Faith's Provisions,Faith Chukwu,Female,43,08150199198,faith.chukwu@outlook.com,Superette,Others,Urban,8.871289,8.456594,9,117,4,True,Heavy User,28,Good,480877,False,2025-05-27,Active
RTL_003713,Blessing's Mart,Blessing Obasanjo,Female,59,08030870170,blessing.obasanjo@outlook.com,Provision Store,Ogun,Peri-Urban,7.021395,3.733125,8,96,2,True,Heavy User,22,High Risk,26814,False,2025-03-22,Active
RTL_003714,Simon's Ventures,Simon Chukwu,Female,37,08156715207,simon.chukwu@yahoo.com,Kiosk,Ogun,Rural,6.699553,3.628938,2,24,2,False,Heavy User,21,Excellent,444235,False,2025-06-10,Active
RTL_003715,Hope's Store,Hope Eze,Male,25,08110740433,hope.eze@yahoo.com,Mini Mart,Kano,Rural,11.527508,8.283566,5,60,2,False,Regular User,18,Fair,315288,False,2025-06-16,Active
RTL_003716,Paul's Ventures,Paul Ibrahim,Female,39,08055796724,paul.ibrahim@yahoo.com,Provision Store,Lagos,Rural,6.174018,3.214842,18,223,3,True,Heavy User,20,Good,388320,False,2025-01-14,Active
RTL_003717,Faith's Store,Faith Akinwale,Male,34,08070511090,faith.akinwale@gmail.com,Provision Store,Kano,Urban,11.646893,8.39605,8,97,3,True,Heavy User,37,Good,479071,False,2024-10-21,Active
RTL_003718,Cornelius's Provisions,Cornelius Oshodi,Female,34,08031785020,cornelius.oshodi@yahoo.com,Provision Store,Lagos,Urban,6.108177,3.059868,14,170,3,False,Light User,7,Excellent,497185,False,2025-03-19,Active
RTL_003719,David's Store,David Uche,Female,55,08105497239,david.uche@gmail.com,Provision Store,Others,Peri-Urban,9.547767,8.447086,19,230,2,True,Regular User,17,Excellent,482811,False,2024-07-21,Active
RTL_003720,Blessing's Store,Blessing Adeyemi,Female,40,08060297599,blessing.adeyemi@yahoo.com,Kiosk,Anambra,Rural,6.090206,7.369442,18,227,2,True,Regular User,19,Excellent,675946,False,2025-05-17,Active
RTL_003721,Simon's Mart,Simon Obasanjo,Female,61,08077539659,simon.obasanjo@outlook.com,Kiosk,Lagos,Urban,6.86948,3.61057,19,232,1,True,Regular User,11,Good,387240,False,2024-12-08,Active
RTL_003722,Samuel's Provisions,Samuel Oshodi,Female,27,08114425269,samuel.oshodi@outlook.com,Provision Store,Oyo,Urban,7.63552,4.061147,7,86,2,True,Regular User,14,Moderate Risk,151454,False,2024-12-30,Active
RTL_003723,John's Mart,John Ojo,Female,22,08072041641,john.ojo@yahoo.com,Provision Store,Lagos,Rural,6.338007,3.381475,2,27,2,False,Non-User,1,Excellent,731931,False,2025-02-15,Active
RTL_003724,John's Shop,John Adeyemi,Female,62,07064051337,john.adeyemi@outlook.com,Provision Store,Kaduna,Urban,10.846694,7.395166,14,175,3,True,Regular User,12,Good,256076,False,2024-12-05,Active
RTL_003725,James's Shop,James Nnamani,Female,29,09057669976,james.nnamani@outlook.com,Kiosk,FCT,Urban,8.862781,7.62248,7,95,1,True,Non-User,0,Excellent,732019,False,2025-02-06,Active
RTL_003726,Gloria's Store,Gloria Akinwale,Female,31,08116085571,gloria.akinwale@yahoo.com,Mini Mart,Kaduna,Peri-Urban,10.918108,7.055242,4,48,2,False,Heavy User,35,Excellent,649561,False,2024-12-06,Active
RTL_003727,Michael's Mart,Michael Balogun,Female,52,08050584968,michael.balogun@outlook.com,Mini Mart,Edo,Urban,6.337941,6.090896,5,66,2,True,Light User,7,Excellent,679574,False,2024-12-10,Active
